,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/E ratio,Net margin,Asset turnover,Current ratio
32,0.005207854568611836,0.017798298433240545,-0.007148818608424423,0.03289453014546484,-0.030868582499192776,-0.027575223057558218,0.47313570244890446,0.47313570244890446,0.487179487179487,0.0,-0.3611805178345102,1.9645726807888968,0.017816363121638146,-1.3363689993363321,0.1370926570863893,-0.07072587077904802,0.08139534883720945,-0.03387622149837133,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.014624378732077115
31,0.005207854568611836,0.017798298433240545,-0.007148818608424423,0.03289453014546484,-0.030868582499192776,-0.027575223057558218,0.47313570244890446,0.47313570244890446,0.487179487179487,0.0,-0.3611805178345102,1.9645726807888968,0.017816363121638146,-1.3363689993363321,0.1370926570863893,-0.07072587077904802,0.08139534883720945,-0.03387622149837133,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.014624378732077115
30,0.029450043060029074,0.06695584882567274,0.010660649635984676,0.1632802044044288,-0.02674995800082025,0.0,0.0,0.0,0.0,0.0,-0.3611805178345102,1.9645726807888968,0.017816363121638146,-1.3363689993363321,-0.04055405651696531,-0.019742489270386354,0.08139534883720945,-0.024949426837491573,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.08280717033166407
29,-0.026614815282879456,-0.03920004505752306,-0.028023902420699076,-0.04269079245546137,-0.030991470547109712,0.1490768331255239,0.07944404169687269,0.07944404169687269,0.06896551724137945,0.09090909090909083,0.4570413619787239,-0.6503634347665394,0.22247770216395635,-1.9148306478132193,0.03866824811430902,0.22095738470519555,0.08139534883720945,-0.03112033195020758,0.01602671118530896,0.09018830525272548,-0.01666666666666672,0.003639816426649789
28,0.022405587708020702,0.08345426159984215,0.0006049830930543454,0.10211774131871731,-0.04551493396572848,0.0040798310441119146,-0.03869757532247975,-0.03869757532247975,-0.048387096774193616,-0.033333333333333326,0.1500953171402264,0.6264975334742777,-0.9932046050935125,9.019290678169183,0.37300496917682957,-0.03442505378914651,0.08139534883720945,-0.044967880085653,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.016911069063386908
27,-0.00946104307505291,-0.03342998540281383,-0.020513573562836784,0.0175382073523338,-0.04555942368064092,0.013694782794517302,-0.11712840279450731,-0.11712840279450731,-0.11864406779661008,-0.1206896551724137,-0.33825336866437394,0.5281629116117852,102.08928571428571,-0.9348369428732017,0.017702881388420577,-0.0047041346868036404,0.08139534883720945,-0.04559043348281022,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.05008220056938928
26,0.2164448858178547,0.5382234874534202,0.14109018023009479,1.2258314186821244,-0.03612752123606111,0.104367937938179,-0.5854889762060685,-0.5854889762060685,-0.5961538461538463,-0.607843137254902,4.871266208870789,-0.3874397504961724,-0.0791616144119176,53.63718113415305,0.9504105320955651,0.19552238805970146,0.08139534883720945,-0.045418950665622515,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.3089489235964543
25,-0.019295455456678545,0.007834971003180868,-0.03073482944595962,-0.10436031207788088,-0.06468733566649143,0.04158304064224794,3.04956882364558,3.04956882364558,3.095238095238095,3.25,-1.109787066085841,0.7000694283730617,-0.7449445071482317,-1.1881713567872954,-0.09169353650752088,0.17790262172284632,0.08139534883720945,-0.06234618539786707,0.01602671118530896,0.09018830525272548,-0.01666666666666672,0.12528251175859761
24,-0.04204455592228862,-0.15557702326397105,-0.0746042990360084,-0.4421599344059338,-0.1759328708612281,-0.00690908234086729,1.206398231383195,1.206398231383195,1.2093023255813953,1.2000000000000002,1.714663353511856,-0.22855976041383064,-1.1889001567253619,0.8976652029559815,-0.19156930018668417,0.1501501501501501,0.5622119815668201,-0.17672790901137359,0.01602671118530896,0.550909090909091,0.016949152542372836,0.5137335794159159
23,0.026194764217451372,0.05120044818826708,-0.0011794596966457904,0.008329804786169959,-0.09920421360953535,0.04219633978519566,-0.5718664122418607,-0.5718664122418607,-0.5736842105263158,-0.572192513368984,-1.6471814047695559,0.2645138521263455,-0.14885309907271838,-1.57415507332261,0.13605431562711057,0.025188143142374386,0.046214355948869246,-0.09883103081827838,-0.3604995070653959,0.041031652989449,0.0,0.04253030194362761
22,0.04432136255454422,0.08304527568859887,0.022706224374082762,0.0009556976230642444,-0.06708291504452224,0.10097691031244937,-0.3911823923181498,-0.3911823923181498,-0.3950617283950618,-0.4,-0.6298882051127729,-0.1673178900362824,-8.396215596330276,-0.9060928258981962,0.024083927828659757,0.011835205992509534,0.07236842105263164,-0.06721698113207553,-0.06680369989722512,0.028153153153153143,0.03333333333333344,0.08200330214639506
21,0.3216215488440237,-0.09804561808535261,0.2353756616395568,0.2885428194612214,-0.12257160304381831,0.20518693982956804,1.0172136012889004,1.0172136012889004,1.020408163265306,1.0416666666666665,2.0130091877388407,166.37807943690296,-45.818125436080315,-64.24092812281927,-0.6945038902119165,0.033905833580100575,-0.05083260297984227,-0.12010113780025289,-0.03854625550660784,-0.05093099671412926,0.0,-0.3000063580874872
20,0.05772224621596367,0.11376155520921327,0.030009505398798986,0.16251611539087651,-0.14535353273495566,-0.004691604677497407,-0.17812154076814213,-0.17812154076814213,-0.18181818181818177,-0.173469387755102,0.3576112475375772,-0.9874182098533659,-1.0000397848848575,-1.3435559466699034,0.7810277572215185,-0.060002864098524955,-0.3305632502308402,-0.14511494252873558,-0.08991981672394045,-0.3127524523946913,-0.016129032258064502,-0.041963758572142296
19,-0.006130200632147309,-0.012733002189819986,-0.007511381233281544,0.021286698429049622,-0.024579013806153904,-0.004870779726983465,-0.09368340294945021,-0.09368340294945021,-0.0864197530864198,-0.09876543209876554,-0.1637380985509551,2.2457424797071464,11.869565217391305,-0.8985851707912444,0.04447308374883807,-0.05865326020719075,-0.10482758620689647,-0.025210084033613467,0.2668344870988042,-0.08312342569269515,-0.032786885245901676,-0.03327802796871304
18,0.08553376710057048,0.027171653314496558,0.01792199893465707,0.15316979377625084,-0.1107254516879842,0.1730228081994034,0.46002633559066974,0.46002633559066974,0.45945945945945965,0.452054794520548,0.35402826141211974,3.1953856715539644,8.841216216216216,-8.541963578780681,-0.32113261996750075,-0.04337271403139664,0.0847457627118644,-0.1103448275862069,-0.021361152508693526,0.09798534798534808,0.0,-0.10930221154317654
17,0.018316460824320036,0.039983296716525674,0.003612612863840736,0.07242528276925264,-0.15267313149789508,0.09720007088428151,0.5579462732719191,0.5579462732719191,0.5462962962962961,0.5660377358490565,-0.29611522662640877,-0.7075675138651067,8.943700652248541,-0.9258831557398561,-0.03506036242283994,0.16562341397394698,0.14630681818181812,-0.15503875968992242,-0.022842639593908642,0.11592994161801506,0.016949152542372836,-0.030224620127725088
16,0.014862854568946204,0.003089231027455064,-0.0166933129859671,-0.024210989123023885,-0.388377069060756,-0.10101064482070699,-0.31352133642077407,-0.31352133642077407,-0.31137724550898205,-0.3132530120481928,0.37223018891452075,-0.722616359239793,1.0891735137747705,-7.622237960339944,0.24061407978096527,0.14557329462989843,0.049566294919454856,-0.38990825688073394,-0.037402597402597326,0.04260089686098656,0.016666666666666607,0.027987510644337243
15,0.014648835290939966,0.06840505996793333,-0.004141098603752225,0.0541840203634123,-0.3829648084708813,0.05161377254474009,-0.12334807069112985,-0.12334807069112985,-0.13043478260869557,-0.13157894736842102,0.006233756792614065,0.13011527377521603,-0.6829711641741717,0.4222616730477189,0.27584418816892065,-0.04624350690485246,0.025974025974025983,-0.3834586466165414,-0.11494873178629261,0.011469534050179142,0.016393442622950838,0.01347470731168543
14,0.022807748360776925,0.037806463633454745,0.0022260933074091938,0.02941865146963174,-0.6696024495701476,0.07400757713571604,0.2379964270990793,0.2379964270990793,0.24,0.23232323232323226,-0.3762778600585197,1.3693102129287262,-0.02981495960385716,-0.868170539138281,0.02850221911528017,-0.00013283740701386382,0.017261219792865434,-0.6707317073170731,-0.05365853658536579,0.00708717221828481,0.0,0.008173496076721909
13,0.09691025495232619,0.25279021269232915,0.07141749276563303,0.00332522586383055,-3.1871324184637317,0.04069371824140222,0.2592436368480058,0.2592436368480058,0.25806451612903225,0.2704918032786885,1.4235369067268988,-0.66670254271492,-13.431472626658786,43.08840976500114,1.22179368426377,-0.08037730835658297,-0.05542986425339369,-3.185185185185185,-0.10953608247422675,-0.034482758620689724,-0.016129032258064502,0.2486217706193925
12,-0.0027416357771284927,-0.02487432254634303,-0.003783361481634717,0.1322647429961472,-0.007904172099087337,-0.030777874802392913,-0.3197084023835549,-0.3197084023835549,-0.3205128205128205,-0.32258064516129026,-0.628518854848731,-0.01889077258416083,-1.3747401539412327,-1.1535141624771332,-0.08441946499715425,-0.09635943368968514,-0.04790419161676651,0.008474576271186418,-0.07597684515195369,-0.04664723032069962,0.0,-0.13877586356159644
11,-0.009289229676407329,-0.015290819491441954,-0.0157454125662988,-0.017047495050060868,0.2907245526547375,-0.07328220643895145,-0.15266601878846775,-0.15266601878846775,-0.14150943396226412,-0.1333333333333333,2.168671598584754,0.6719328560849174,0.6979471802560258,-1.6622956345862128,0.06106578395263185,-0.11494804156674654,-0.04528301886792463,0.31092436974789917,-0.0986687548942835,-0.022171253822629855,-0.032786885245901676,0.0017591475673501833
10,-0.03060753148214057,-0.08272960378254268,-0.0010107280593154577,0.028365301193392423,-1.2734677551317248,0.14961253990413548,-0.7782943128469408,-0.7782943128469408,-0.7362637362637363,-0.7142857142857143,-0.5547181111314128,5.383926374329445,0.027732308172982334,-6.124828218048557,-0.29494085804172454,-0.07478323699421963,-0.2266139657444004,-1.282051282051282,-0.05907906168549082,-0.23221266614542624,0.016949152542372836,-0.10802267823992773
9,-0.002352589332443533,-0.02496900685769332,-0.015756380386346636,0.011982041086673556,-2.0455421846951665,-0.012894789863445166,8.39557180300731,8.39557180300731,7.333333333333334,6.615384615384615,0.6512600731765699,-0.6283698878310142,0.14222269218568262,-0.6139490999379267,-0.16149309602005857,0.1714174150722374,0.09540034071550241,-2.0681818181818183,0.4699907663896583,0.07841140529531576,0.016666666666666607,-0.036505793677579
8,0.0018151905994872042,-0.10594883756643791,0.0018156511127953578,-0.011575054550952757,-0.05643520284878545,-0.013390929325496459,-0.24680473068706554,-0.24680473068706554,-0.22499999999999998,-0.2222222222222222,-0.8543038586318769,-0.2795502634526822,0.22278281799666733,1.7549041046552012,-0.530583577770731,-0.05799999999999994,0.09797822706065329,0.0,-0.15452261306532655,0.07648725212464602,0.016393442622950838,-0.09551053768462847
7,0.09213499806170744,0.22881165092926525,0.09193768410875314,-0.260118562415002,0.8321595848636991,-0.08799161207242323,-0.15201076044367334,-0.15201076044367334,-0.11612903225806448,-0.12337662337662336,4.097645330932866,-0.3706305787503599,-2.2849348904114777,-2.694036018284626,1.9147768354276726,0.06758669497522996,0.05240793201133154,0.8723404255319149,-0.04383358098068357,0.06315789473684208,-0.016129032258064502,0.6608791066933455
6,0.029079505778647263,0.03453076984036141,0.013209929397872022,0.0537180954107237,1.4818200209662886,0.12177191241668894,0.6723638537045125,0.6723638537045125,0.751824817518248,0.7925925925925925,0.04238075764898319,0.1807118675084638,-1.3373006374446241,-0.9821008241228191,0.011758336667940128,-0.10888299635399401,0.3445491251682369,1.522727272727273,-0.18570318570318567,0.38613861386138626,-0.032786885245901676,-0.018226332970620263
5,0.0159710390553518,0.005108918264755236,-0.003988013166937421,-0.03821519092812542,0.7099241166706189,0.019106273746997582,0.07815173987450086,0.07815173987450086,0.0708333333333333,0.04958677685950419,0.042940190449017424,1.0957842529448234,0.11176374256236699,-5.555435786880197,-0.052941839676582836,-0.03775339408592149,0.009009009009008917,0.8108108108108105,-0.3225190839694657,0.03630952380952368,-0.016949152542372947,0.0450461148715513
4,-0.00782263428382901,-0.04302671565436367,-0.0007949238863617092,0.027564534293930354,-0.28102572547931903,0.027755617738650207,-0.32312743035634606,-0.32312743035634606,-0.28404669260700377,-0.2834645669291338,0.38156994836371094,0.9474559976334862,0.586790007070469,2.822330392455126,-0.2136734693877551,0.1534596057209121,-0.02182539682539686,-0.27611940298507454,0.07042253521126751,-0.010913268236645735,-0.017241379310344862,-0.06867164122571112
3,0.017461776370603532,0.0682092318310854,-0.002252707743472193,0.046882415252796905,0.5853380671372341,-0.08472717481957226,0.04780516288224823,0.04780516288224823,0.06521739130434767,0.06043956043956045,0.19572414219857048,-0.7487705774014088,-0.8229425816593021,-2.3140984824365916,0.3570882717651469,0.03451742627345844,0.034482758620689724,0.597938144329897,-0.001315789473684159,0.03193960511033689,0.0,0.020375793069790094
2,0.022589494643213914,0.016526619345686555,0.0034681152120217273,0.03578656136750369,0.2040789943955652,0.10901668161434985,-0.3539372803508992,-0.3539372803508992,-0.3571428571428571,-0.3575129533678756,-0.30274018681915804,1.8076559724898917,-0.21080041943376437,-1.0661605862994892,-0.017408719765829583,-0.0390346614836411,-0.1519607843137255,0.21075268817204296,-0.1027667984189724,-0.15531795160382655,0.01754385964912286,-0.018613735103033213
1,0.046101751556247406,0.07222583554844086,0.02239588829635819,-0.006819484312552637,0.4380131362889983,0.01471832680766938,0.9949776708078855,0.9949776708078855,1.007936507936508,1.0,0.27425687460570747,-0.7557840616966581,0.19469418486204004,-14.101007018614586,0.23211254203566134,0.028990392718692082,-0.048554913294797664,0.4245115452930728,0.19089574155653444,-0.043970686209193977,-0.017241379310344862,0.07960360653074483
0,0.007211267687254885,0.018695908266119554,-0.009950660411708556,0.02089691319131859,0.18979336392981838,-0.015202347297509244,-0.10219181712309189,-0.10219181712309189,-0.09881422924901184,-0.092741935483871,-0.3170711818600127,0.400385781206944,1.420389249304912,-0.824062859095003,0.03314406405317083,-0.0692874692874692,0.0279465370595382,0.21446384039900268,-0.06165228113440191,0.04808362369337993,-0.01754385964912264,-0.0021819276201940907
