,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover
85,0.08395284094360989,0.2094364774310018,-0.0007709320316872104,1.12177871610477,1.0025800903031605,1.0025800903031605,1.03125,1.03125,0.17461229178632975,-0.002009823576583747,0.03578230582587594,-1.0512122276879832,0.02039602574867061,-0.019453642384105962,-0.15146579804560267,0.4171597633136095,-0.0010277492291880241,0.024590163934426146,0.03040935672514622,-0.07821135488192932,-0.024605214836577294,-0.16666666666666663
84,0.08395284094360989,0.2094364774310018,-0.0007709320316872104,1.12177871610477,1.0025800903031605,1.0025800903031605,1.03125,1.03125,0.17461229178632975,-0.002009823576583747,0.03578230582587594,-1.0512122276879832,0.02039602574867061,-0.019453642384105962,-0.15146579804560267,0.4171597633136095,-0.0010277492291880241,0.024590163934426146,0.03040935672514622,-0.07821135488192932,-0.024605214836577294,-0.16666666666666663
83,0.09698540044429693,0.16662300710579947,0.0582592605682104,-0.4150398945267073,-0.48335838522654073,-0.5104502183093551,-0.5076923076923077,-0.5076923076923077,0.5039853300733497,0.026310899512351993,-0.07504943262679309,5.927958833619211,0.1384784173895155,0.023638666103841244,-0.15146579804560267,0.4171597633136095,0.058127572016460904,0.024590163934426146,0.03040935672514622,-0.03524709302325579,-0.024605214836577294,-0.16666666666666663
82,0.07081234392248548,0.03974910465129411,-0.0007449017250474865,-0.6997480358490766,-1.002389858686617,-1.0801959207544412,-1.0625,-1.0625,-0.35059255767073627,-0.05452196635316453,-0.01146482938917781,-2.9977717256746717,-0.24299825332771186,-0.052783505154639254,-0.15146579804560267,0.4171597633136095,-0.002430724355858116,-0.10399999999999987,0.03040935672514622,-0.06685499058380417,-0.024605214836577294,-0.16666666666666663
81,0.037535031301880295,0.0935306665326543,-0.0021678297910907585,2.879753558529849,-407.0,-12.799908842297175,-16.0,-16.0,0.6149397952286779,-0.4814145826432593,-0.7264807162534435,-1.4991944478869748,0.16024187452758887,-0.05441880713974745,-0.15146579804560267,0.4171597633136095,-0.0019493177387913674,-0.0535714285714286,0.03040935672514622,-0.038345105953582315,-0.024605214836577294,-0.16666666666666663
80,0.009718613067403847,-0.04406340728780145,0.012532265929732889,0.052978863213229754,0.5462625829942171,0.5911004673799682,0.6000000000000001,0.6000000000000001,-0.18850756448412698,-0.9955089372149423,-2.030744051365983,1.7221946375372394,0.3759643408194755,0.014272559852670508,-0.15146579804560267,0.4171597633136095,0.00634765625,0.018867924528301883,0.03040935672514622,0.002938090241343172,-0.024605214836577294,-0.16666666666666663
79,-0.022664702679995208,-0.07948037807458452,0.010756841886310209,-0.03114138866498517,0.21381905487452957,0.2248494853369587,0.20833333333333326,0.20833333333333326,0.31294531145536864,-280.02,2.996531170607778,1.7989968080255356,0.7647894343384003,-0.024058102587380947,0.24568138195777345,0.4171597633136095,0.010189228529839944,-0.03703703703703709,0.12996594778660597,0.03410755388156517,0.18975903614457823,0.0
78,-0.007236124866945692,-0.040596895685111045,0.014679428332117661,-0.002987905245831257,-0.007341333992658683,-0.007650533158917061,0.0,0.0,-0.9302528588471499,-0.6908067123822267,-0.5360814659967482,-2.05183930142387,-0.5296310416401915,-0.0869767441860465,0.4391371340523882,0.4171597633136095,0.030259365994236287,-0.09615384615384626,-0.264188849824209,0.02205584783488468,0.18354430379746844,0.19999999999999996
77,0.0096856318427192,0.023188770405941472,-0.02565137030896114,-0.010112157918349074,-0.4051884352307781,-0.4223855556443237,-0.4137931034482758,-0.4137931034482758,8.337505214851898,-2.372932873113183,-1.024849139634773,-0.794002849885385,-0.19962776176753128,0.03820682628629646,0.01498929336188426,0.02087682672233826,-0.008857808857808736,0.010638297872340496,-0.28259385665529013,-0.03504256582854881,0.01631016042780753,0.0
76,0.053709060289715005,0.08866579291136656,-0.0019839132464360976,0.028606908804147846,-0.03343533580286684,-0.0358921161825726,-0.02941176470588236,-0.02941176470588236,0.6889688142257171,3.2922889305816136,73.8966065747614,0.7923308270676692,-0.44704073212812245,0.10107948969578029,-0.0770042194092827,-0.08179959100204492,-0.005174035747883443,0.11578947368421066,0.07802093244529029,-0.052728764874846124,-0.07419100236779796,0.0
75,0.06488960221083673,0.0946482735119949,-0.00325444119631213,0.06954590717225217,0.16126237211317362,0.1735528297826554,0.18181818181818188,0.18181818181818188,-0.454044044706038,-0.3276087403127035,-0.17445046193055114,-1.3407165030623374,0.2754527572407244,0.06818181818181812,-0.10971428571428565,-0.13363028953229406,-0.003782505910165379,0.06603773584905648,0.15622241835834072,-0.06411089452025132,-0.13128729752770663,0.0
74,0.07862069167217878,0.19651347354970894,-0.002865746461809926,0.09197419482413416,-0.2571887734603685,-0.2738913847376303,-0.2564102564102565,-0.2564102564102565,1.4112459723332607,0.8890521293124183,0.6517540925968803,-0.6173356316178281,0.08264199106573078,0.028785982478097605,-0.1810012836970475,-0.21850899742930585,-0.0037968675842431354,0.03539823008849563,0.14809160305343516,-0.07544549872714645,-0.22440300948642466,0.0
73,0.04801987334673097,0.0290679558194904,0.016381870322919934,0.09280637421340932,0.7168907433163345,0.7810093017382886,0.7241379310344829,0.7241379310344829,-0.23086738538516416,-0.45505194586205355,-0.16894235162187976,49.36615186615187,3.8446311032517926,-0.0012165450121655041,0.11598746081504707,0.046052631578947345,0.0076226774654597484,0.0,0.21276595744680837,-0.030287859824780994,0.04301982285955286,0.0
72,0.018115220226021522,0.03498779256323825,-0.0039000674497966514,0.008230111714100374,-0.32644014401440147,-0.3428335105754461,-0.33999999999999997,-0.33999999999999997,0.1664119345273085,-0.6243866706239699,-0.9583632672184913,-0.5339917464130115,0.3698175955874152,-0.01218026796589533,-0.002808988764045006,-0.05031446540880502,-0.004728132387706752,-0.017094017094017144,-0.11677631578947367,-0.02168301497160563,-0.06025070764253937,0.0
71,0.023179833826221685,0.04393153119375426,-0.012568412254648886,0.06458438908139641,0.054922660608692775,0.05911967779056382,0.06060606060606055,0.030303030303030276,-0.03564788890133275,-0.33792303424622994,8.24231057764441,1.969951198113725,0.8018149384534534,0.0275380189066996,-0.023943661971830843,-0.06291390728476831,0.002850356294536782,0.034782608695652195,0.027932960893854775,-0.034828496042216384,-0.08304647160068845,0.0
70,-0.014639177220744037,0.03132944370023649,-0.008513127847422308,-0.00597592903503863,0.013490831934636072,-0.13493141382588614,-0.11428571428571421,-0.11764705882352955,-0.5747848606965752,1.6899520073131713,-2.6402110389610387,-2.5726233775824827,-0.6998237664679761,-0.009599999999999942,0.015873015873015817,0.028268551236749095,-0.012316437707247663,-0.01680672268907568,0.024154589371980784,0.006287588846364045,-0.023463162834350126,0.08333333333333348
69,0.0042492028281249095,0.011755885967554391,-0.0020743667617394435,0.029988092772830877,-0.04712058244539574,0.11350969463851168,0.06451612903225823,0.10000000000000009,0.31763806194351885,-0.7984952753155297,-0.8699486326791175,-1.0807602902157833,0.1882826292236317,0.06744749596122768,-0.10511363636363646,-0.10652920962199319,0.0019184652278176895,0.08547008547008561,0.060141509433962126,-0.0062483020918228105,-0.13214800576645847,0.0
68,0.03266115513029044,0.028616241366257622,-0.0015428542345858887,-0.00841281210339151,-0.05394326938842431,-0.057983785689108225,-0.030303030303030276,-0.06060606060606066,0.5717602188873228,5.717605171929167,-7.840943683409437,0.6226195667974996,0.2571030416105218,0.10594021944759735,-0.004761904761904634,-0.019230769230769273,0.0019147917663953073,0.10236220472440927,0.25027808676307006,-0.03335155822854019,-0.02823920265780744,0.0
67,0.0010752884179143773,0.009450547500535533,-0.004327583649339717,0.04534826989729002,-0.061559792027729654,-0.050963517305893324,-0.0625,-0.032258064516129115,0.1655193332278313,-0.26558991310654556,-1.1794192902436311,-2.4808726034760795,-0.302868450706806,-0.02189531303455361,-0.03189792663476887,-0.04313725490196063,0.005255613951266058,-0.02142857142857124,-0.006227758007117501,-0.005373303167420795,-0.051851851851851816,0.0
66,0.01009693502737119,0.011661570850676872,-0.03123639235573239,-0.18851982058431327,0.396838295043215,0.4073650593384064,0.4666666666666668,0.43333333333333335,-0.1361069937428575,-0.5402051087266166,-0.08909970238095233,-1.400435584863426,0.17396903829474075,-0.05736271423574679,0.10708401976935744,0.03688524590163933,-0.01093155893536124,-0.06569343065693434,-0.027305282005371523,-0.04094398635200458,0.13341346153846145,0.0
65,-0.017460611870540044,-0.041159218345133364,0.0017522192203782705,0.21771314181568302,0.5700988947062247,0.6040061633281972,0.6136363636363635,0.6046511627906976,0.0059593975114604625,-3.8327378616715886,10.47015179361514,2.4341290225109535,0.5088993865580083,0.01595547309833023,0.2589285714285714,0.22529644268774707,0.0014416146083613413,0.03125,-0.08007363092498854,0.01956715090423944,0.24072110286320259,0.0
64,0.01446225140775681,-0.04552440636660815,0.020985702693555375,-0.05114552982671372,-0.6947354238943717,-0.7217535586411667,-0.7183098591549295,-0.7246376811594203,-0.3704055725538702,-2.2516914059082556,-1.338007691029506,-2.4600206770638566,-0.4924142945108425,0.023739956172388776,-0.07092198581560272,-0.0741935483870968,0.011996161228406965,0.022727272727272707,-0.18959479739869933,0.006397208490840356,-0.06965811965811974,-0.07692307692307698
63,0.01382824544678507,0.08168085765239574,-0.06290950510477178,-0.02922029646964519,0.48698002868807233,0.3691544786893479,0.3500000000000001,0.368421052631579,0.00407395152618073,-1.2468328994041482,-1.557455624418421,-1.8916141862777593,0.8763501366579458,0.031038173385658174,-0.008905852417302906,-0.0034843205574912606,-0.06353722143195828,0.014814814814814836,0.10802469135802473,-0.07570066454781854,-0.0022967386311437687,0.0
62,0.07224508169052712,0.1540398784672159,0.026635170096348304,-0.020037691370274446,-0.08466589989982565,-0.004309554373739255,-0.03703703703703709,0.03846153846153855,1.0147467715692131,-9.397234414082778,-9.041447513464142,-1.0118283203785063,-0.005452647649908826,0.09757785467128022,-0.10269576379974321,-0.11188811188811199,0.025316455696202445,0.17518248175182483,0.1253481894150419,-0.04251328540168808,-0.12615101289134445,0.0
61,0.0363961276695568,0.07269735984401837,-0.0035784609238704856,0.12967694586770673,-0.32787483279964336,-0.3185836633207477,-0.3076923076923077,-0.37037037037037035,-0.3124348306107011,-0.587967672498581,-0.7111395716814715,4.615714285714286,-0.030788389542442673,0.10308953341740246,-0.36051502145922754,-0.35433070866141725,-0.012839506172839577,0.07453416149068315,0.2287128712871287,-0.03852432255958227,-0.36722866174920965,0.0
60,0.058890248831434455,0.10445276063056719,-0.008919535830456127,-0.0036994483911910736,0.1401519720178508,0.15703763767822143,0.16666666666666674,0.17647058823529416,-0.15493837255980614,0.7262676896845695,1.5346901143004352,0.7781734927499364,-0.056486217847705356,-0.0648756787653616,0.029082774049216997,-0.03658536585365857,-0.009504752376187975,-0.052023121387283267,0.4810636583400483,-0.06383701188455004,-0.0016652789342214147,-0.08333333333333326
59,0.04801375734404689,0.07423091712838237,0.0017036576699120953,0.06582903650393046,0.695176134560457,0.7675640950767972,0.7619047619047619,0.7499999999999998,0.9051690770259333,0.07080999075515382,-0.1368934583638688,-0.9457796852646638,-0.003246058052193912,0.10024449877750619,0.10869565217391308,0.006329113924050667,-0.002020202020201922,0.10975609756097571,0.08813928182807396,-0.044250997461008246,0.06755629691409504,0.0
58,0.026567389679586606,0.0014617253879818382,0.01944344636962736,-0.10896793161463558,0.8076695060688321,0.8552831560166523,0.8378378378378379,0.8857142857142859,-0.42748831797277576,-0.7872799654659696,-1.0764735048032228,17.432717678100264,-0.06002852772860845,0.07222222222222219,0.4058823529411766,0.30817610062893075,0.007591093117408798,0.0714285714285714,-0.025249999999999995,-0.007210626185958358,0.3890625000000001,0.0
57,0.02632573987273723,0.0255177118645753,0.013592517682539995,0.09587839255402342,-0.1927538233161874,-0.19888873058840295,-0.20588235294117652,-0.21212121212121215,-0.23214775385111708,0.25768797155493894,-7.897479536429208,-9.358001717721157,0.5337593242650285,0.00984455958549213,0.24825662482566235,0.1923076923076923,0.012054244098443023,0.00512820512820511,-0.2754552449345986,-0.012232415902140636,0.24353205849268833,0.0
56,0.01056996371061003,0.010962278965978234,0.0042258634889054125,-0.0005627298780558343,-0.12782517587187547,-0.13289169482482666,-0.12962962962962976,-0.13461538461538458,-0.28764993802911576,1.255971425419241,0.21104949005968887,-1.4935689941598589,-0.1717655753631222,0.031041559774243277,0.13631284916201114,0.1088709677419355,-0.008436724565756726,0.015306122448979664,-0.17769911504424774,-0.006191950464396467,0.1361374943464495,0.0
55,0.03198281014152138,0.04534549496663609,0.013259157925306964,0.018255483900927016,-0.28735688543479865,-0.3004922319643132,-0.31914893617021267,-0.3111111111111111,2.325715128280743,0.3102973989057676,-0.06718734840399732,-0.7540858461431694,-0.05099955383486132,0.09878079124160233,-0.03048180924287125,-0.040000000000000036,0.009509509509509684,0.11055276381909551,-0.04003443822643138,-0.01830218068535816,-0.015923566878980777,-0.09090909090909083
54,-0.0049000641727312555,-0.03906498447557105,0.11182158860084934,-0.11028263273705696,3.856990505022705,4.099651823346161,4.125,4.0,-0.09973841720239418,-2.8196598940959667,-5.016631130063966,-15.252292930718216,0.7659222748815167,0.03238224637681175,0.44421906693711977,0.45833333333333326,0.08527516113039169,0.02262443438914019,0.053811659192825045,0.11741372471241585,0.4983818770226538,0.0
53,0.035401034789075414,0.06827235386959618,0.012056051795674927,0.16297829262666896,-0.8046719505889519,-0.8319438854711666,-0.8353658536585366,-0.832258064516129,-0.4868458636618831,-1.792382734882767,-1.4287053413054567,-1.8951250420767083,-0.3882369106968795,0.15617459969291514,-0.1172752808988764,-0.09090909090909083,0.006852444038373706,0.06637168141592942,-0.20723404255319156,-0.022719204827831074,-0.09854211663066959,0.0
52,0.04157029616970842,0.05428747576326565,0.019976776346523284,-0.006831466616716186,1.7324582079268955,2.0933544303797467,2.0740740740740735,2.076923076923077,1.0700589262749767,0.0812503842333292,0.6834806139275296,-1.6622609580480683,0.4202838532161608,-0.04667046101309047,0.10421638822593482,0.1142857142857141,0.015426497277676976,-0.05394190871369309,0.04938271604938271,-0.020704685797311995,0.1323749625636419,0.0
51,0.032985677104986344,0.03688056686487684,0.04164356000192093,0.04117089081559633,-0.556925404429817,-0.5857745213243934,-0.5903614457831325,-0.5875,-0.4331188339143981,-0.1572532378923176,-0.3621193203019605,-1.801776976134409,-0.2372581482122118,0.08159203980099505,-0.033141210374639685,-0.01025641025641022,0.030831099195710587,0.06578947368421062,-0.04808184143222516,0.00853115727002951,-0.007405448294102057,0.0
50,-0.11412085014160711,-0.1334143702065903,0.05150879243220885,-0.03878632888462663,1.628418246622937,1.7947134799586157,1.7647058823529407,1.727272727272727,0.8772756268707984,-1.157247912960418,-1.7786539921815676,-1.4254707548741876,0.1323467477014586,0.08114075436982504,-0.23397913561847994,-0.18911917098445596,0.03294321629822261,0.04938271604938249,0.0741536808167651,0.18683339463037885,-0.23554489741540108,0.0
49,0.03924488404876603,-0.04189637114330347,0.21079063275820764,-0.06877476928193327,-0.7073443108654778,-0.7405001313621056,-0.7446808510638299,-0.7444444444444445,-0.5124203849404466,-4.6619094932707075,-2.379533781685003,3.1640556153921473,0.48668768560850983,0.0330156569094624,-0.08463035019455256,-0.006389776357827559,0.10490977759127151,0.0,0.32616308154077056,0.16516888751162084,0.010805158591843833,0.0
48,-0.031205321841833333,-0.0645698275888752,0.03381797750067861,0.02038605534293203,3.6051319990654935,4.126092959042798,3.708333333333333,3.782608695652174,0.35132237312365966,-0.44483362521891423,-1.071790253072424,-1.4214919757803774,-0.13798120222617372,-0.05799011532125209,0.09670563230605733,0.21543408360128624,0.03114318268135219,-0.14901960784313717,-0.045643153526971014,0.06702127659574475,0.20275862068965522,0.0
47,0.04496258764267824,0.10209766229547146,-0.004062925756383007,-0.02991273507863179,-0.38183294016183444,-0.37916330011670707,-0.38053097345132747,-0.3727272727272728,0.12873578418407838,1.0553938774603457,-12.242815463165572,-3.0315481171548115,0.32518484783540513,-0.054739419377404785,0.08624031007751953,0.17195767195767186,0.0044198895027625085,-0.08294930875576034,-0.16561264822134392,-0.046859421734795625,0.19495412844036708,0.0
46,0.028206141767912474,0.037449881681191455,0.02328191906454702,-0.014287088705022155,0.3294898098755301,0.34840575518762207,0.32857142857142874,0.318840579710145,-0.7234139769199226,0.05383613538474852,-0.42504492698149077,-2.0514066812209086,-0.2580028908453196,0.1206290471785385,-0.02408563782337203,0.011286681715575675,0.035203520352035333,0.11557788944723635,-0.017527238275698798,-0.004707112970711358,0.05878119001919391,0.0
45,0.05877544939326551,0.13341401300696654,-0.026454149710269936,0.0766068029866771,-0.5583082130474593,-0.5819794314148141,-0.5698924731182795,-0.5714285714285714,1.645035581158929,0.2888131073562217,1.4769867867257935,-1.4752987267384916,0.16526809067131643,-0.14413075780089146,0.05210237659963424,0.029017857142857206,-0.02727594757350338,-0.1711711711711712,-0.1470588235294117,-0.08066211245402,0.04509404033537279,-0.10000000000000009
